dataset,method,n,evaluated_count,failed,unavailable,mse_mean,mse_p95,mse_max,max_squared_error_mean,max_squared_error_p95,max_squared_error_max,max_squared_error_valid_count,max_squared_error_missing_count,fit_pass_rate,reference_mse_mean,reference_mse_max,reference_max_squared_error_mean,reference_max_squared_error_p95,reference_max_squared_error_max,reference_max_squared_error_valid_count,reference_max_squared_error_missing_count,reference_pass_rate,final_k_mean,canonical_k_mean,canonical_count_mae,canonical_count_bias,canonical_count_exact_rate,canonical_count_within_one_rate,total_ms_mean,network_ms_mean
USGS,park_dominant_point_2007_adaptation,1,1,0,0,4.0762246163773244e-05,4.0762246163773244e-05,4.0762246163773244e-05,0.000336001889678438,0.000336001889678438,0.000336001889678438,1,0,1.0,4.092962385238111e-05,4.092962385238111e-05,0.00035756831107142806,0.00035756831107142806,0.00035756831107142806,1,0,1.0,9.0,,,,,,22.152200050186366,
USGS,liang_feature_iki_2017_adaptation,1,1,0,0,3.389739958048723e-05,3.389739958048723e-05,3.389739958048723e-05,0.00023986757773936885,0.00023986757773936885,0.00023986757773936885,1,0,1.0,3.40502801838002e-05,3.40502801838002e-05,0.0002764579168653394,0.0002764579168653394,0.0002764579168653394,1,0,1.0,11.0,,,,,,21.1235000169836,
USGS,dung_direct_knot_2017_adaptation,1,1,0,0,0.0008048775907811425,0.0008048775907811425,0.0008048775907811425,0.0030624795911632758,0.0030624795911632758,0.0030624795911632758,1,0,0.0,0.0007979205148646681,0.0007979205148646681,0.0030891206777406578,0.0030891206777406578,0.0030891206777406578,1,0,0.0,5.0,,,,,,260.61729999491945,
USGS,kang_sparse_2015_adaptation,1,1,0,0,0.003233865522751728,0.003233865522751728,0.003233865522751728,0.008471078064398055,0.008471078064398055,0.008471078064398055,1,0,0.0,0.003229178531284826,0.003229178531284826,0.008483353603711172,0.008483353603711172,0.008483353603711172,1,0,0.0,2.0,,,,,,2250.8125999593176,
USGS,luo_linf_de_2022_adaptation,1,1,0,0,0.00034947966740502315,0.00034947966740502315,0.00034947966740502315,0.0012134629453037552,0.0012134629453037552,0.0012134629453037552,1,0,0.0,0.000350898708788252,0.000350898708788252,0.001315809586877913,0.001315809586877913,0.001315809586877913,1,0,0.0,5.0,,,,,,5698.744599998463,
IndustrialOffset,ours,1,1,0,0,4.218784011603086e-06,4.218784011603086e-06,4.218784011603086e-06,4.903967971417669e-05,4.903967971417669e-05,4.903967971417669e-05,1,0,1.0,4.2738068986613115e-06,4.2738068986613115e-06,8.819008803891276e-05,8.819008803891276e-05,8.819008803891276e-05,1,0,1.0,19.0,,,,,,20.0561,22.7108
IndustrialOffset,park_dominant_point_2007_adaptation,1,1,0,0,2.381573674028621e-05,2.381573674028621e-05,2.381573674028621e-05,0.000591138974103891,0.000591138974103891,0.000591138974103891,1,0,1.0,2.4177675601122053e-05,2.4177675601122053e-05,0.0006052041666982077,0.0006052041666982077,0.0006052041666982077,1,0,1.0,10.0,,,,,,94.01790000265464,
IndustrialOffset,liang_feature_iki_2017_adaptation,1,1,0,0,2.1982768611996353e-05,2.1982768611996353e-05,2.1982768611996353e-05,0.00041436969210038757,0.00041436969210038757,0.00041436969210038757,1,0,1.0,2.2204369929049032e-05,2.2204369929049032e-05,0.0004161128592298084,0.0004161128592298084,0.0004161128592298084,1,0,1.0,7.0,,,,,,17.1216000453569,
IndustrialOffset,dung_direct_knot_2017_adaptation,1,1,0,0,0.0029095393363680836,0.0029095393363680836,0.0029095393363680836,0.02667013881804118,0.02667013881804118,0.02667013881804118,1,0,0.0,0.002917978536795185,0.002917978536795185,0.02714026933294752,0.02714026933294752,0.02714026933294752,1,0,0.0,4.0,,,,,,174.66349998721853,
IndustrialOffset,kang_sparse_2015_adaptation,1,1,0,0,0.0059958723177629784,0.0059958723177629784,0.0059958723177629784,0.045889935447674335,0.045889935447674335,0.045889935447674335,1,0,0.0,0.005997653593267645,0.005997653593267645,0.04676768164483088,0.04676768164483088,0.04676768164483088,1,0,0.0,1.0,,,,,,2042.363899992779,
IndustrialOffset,luo_linf_de_2022_adaptation,1,1,0,0,0.0005913550986427644,0.0005913550986427644,0.0005913550986427644,0.002739713732324979,0.002739713732324979,0.002739713732324979,1,0,0.0,0.0005944984592834526,0.0005944984592834526,0.002756626746239446,0.002756626746239446,0.002756626746239446,1,0,0.0,3.0,,,,,,6400.861600006465,
